"","plot_number","grass_1930","tree_1930","chaparral_1930","sage_1930","barren_1930","dom_veg_1930","sec_veg_1930","dominant_cover_1930","secondary_cover_1930","dominant_veg_1930","secondary_veg_1930","grass_2009","tree_2009","chaparral_2009","sage_2009","barren_2009","dom_veg_2009","sec_veg_2009","dominant_cover_2009","secondary_cover_2009","dominant_veg_2009","secondary_veg_2009"
"702",709,10,0,40,0,0,40,10,80,20,"chaparral","grass",18,0,22,0,10,22,18,44,36,"chaparral","grass"
"703",710,0,27,0,23,0,27,23,54,46,"tree","sage",12,22,0,16,0,22,16,44,32,"tree","sage"
"704",711,4,0,46,0,0,46,4,92,8,"chaparral","grass",18,0,32,0,0,32,18,64,36,"chaparral","grass"
"705",712,0,0,50,0,0,50,0,100,0,"chaparral","grass",5,0,45,0,0,45,5,90,10,"chaparral","grass"
"706",713,14,0,36,0,0,36,14,72,28,"chaparral","grass",14,0,16,20,0,20,16,40,32,"sage","chaparral"
"707",714,2,0,48,0,0,48,2,96,4,"chaparral","grass",14,0,29,7,0,29,14,58,28,"chaparral","grass"
"708",715,12,0,38,0,0,38,12,76,24,"chaparral","grass",8,0,41,1,0,41,8,82,16,"chaparral","grass"
"709",716,1,0,49,0,0,49,1,98,2,"chaparral","grass",22,0,28,0,0,28,22,56,44,"chaparral","grass"
"710",717,18,0,32,0,0,32,18,64,36,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"711",718,36,0,0,14,0,36,14,72,28,"grass","sage",43,0,0,7,0,43,7,86,14,"grass","sage"
"712",719,0,0,50,0,0,50,0,100,0,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"713",720,32,0,18,0,0,32,18,64,36,"grass","chaparral",31,0,19,0,0,31,19,62,38,"grass","chaparral"
"714",721,5,0,41,4,0,41,5,82,10,"chaparral","grass",23,0,27,0,0,27,23,54,46,"chaparral","grass"
"715",722,9,0,41,0,0,41,9,82,18,"chaparral","grass",19,0,31,0,0,31,19,62,38,"chaparral","grass"
"716",723,8,0,42,0,0,42,8,84,16,"chaparral","grass",19,0,31,0,0,31,19,62,38,"chaparral","grass"
"717",724,9,0,41,0,0,41,9,82,18,"chaparral","grass",19,0,27,4,0,27,19,54,38,"chaparral","grass"
"718",725,13,0,5,32,0,32,13,64,26,"sage","grass",24,0,10,16,0,24,16,48,32,"grass","sage"
"719",726,6,0,44,0,0,44,6,88,12,"chaparral","grass",4,0,46,0,0,46,4,92,8,"chaparral","grass"
"720",727,12,0,38,0,0,38,12,76,24,"chaparral","grass",49,0,0,1,0,49,1,98,2,"grass","sage"
"721",728,8,0,22,0,20,22,20,44,40,"chaparral","barren",7,0,24,0,19,24,19,48,38,"chaparral","barren"
"722",729,10,21,0,19,0,21,19,42,38,"tree","sage",7,43,0,0,0,43,7,86,14,"tree","grass"
"723",730,13,0,37,0,0,37,13,74,26,"chaparral","grass",14,0,36,0,0,36,14,72,28,"chaparral","grass"
"724",731,6,0,44,0,0,44,6,88,12,"chaparral","grass",42,0,4,4,0,42,4,84,8,"grass","chaparral"
"725",732,9,0,0,41,0,41,9,82,18,"sage","grass",22,0,3,25,0,25,22,50,44,"sage","grass"
"726",733,4,0,46,0,0,46,4,92,8,"chaparral","grass",23,0,24,3,0,24,23,48,46,"chaparral","grass"
"727",734,0,0,50,0,0,50,0,100,0,"chaparral","grass",5,0,45,0,0,45,5,90,10,"chaparral","grass"
"728",735,2,0,48,0,0,48,2,96,4,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"729",736,17,0,0,33,0,33,17,66,34,"sage","grass",36,0,0,14,0,36,14,72,28,"grass","sage"
"730",737,3,0,47,0,0,47,3,94,6,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"731",738,16,12,22,0,0,22,16,44,32,"chaparral","grass",34,0,16,0,0,34,16,68,32,"grass","chaparral"
"732",739,15,0,35,0,0,35,15,70,30,"chaparral","grass",16,0,34,0,0,34,16,68,32,"chaparral","grass"
"733",740,8,42,0,0,0,42,8,84,16,"tree","grass",5,45,0,0,0,45,5,90,10,"tree","grass"
"734",741,44,0,0,6,0,44,6,88,12,"grass","sage",45,0,0,5,0,45,5,90,10,"grass","sage"
"735",742,5,0,45,0,0,45,5,90,10,"chaparral","grass",19,0,31,0,0,31,19,62,38,"chaparral","grass"
"736",743,29,0,21,0,0,29,21,58,42,"grass","chaparral",29,0,21,0,0,29,21,58,42,"grass","chaparral"
"737",744,3,0,47,0,0,47,3,94,6,"chaparral","grass",27,0,23,0,0,27,23,54,46,"grass","chaparral"
"738",745,20,0,30,0,0,30,20,60,40,"chaparral","grass",35,0,14,1,0,35,14,70,28,"grass","chaparral"
"739",746,3,0,47,0,0,47,3,94,6,"chaparral","grass",5,0,45,0,0,45,5,90,10,"chaparral","grass"
"740",747,12,17,0,21,0,21,17,42,34,"sage","tree",31,15,0,4,0,31,15,62,30,"grass","tree"
"741",748,2,0,48,0,0,48,2,96,4,"chaparral","grass",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"742",749,19,31,0,0,0,31,19,62,38,"tree","grass",2,48,0,0,0,48,2,96,4,"tree","grass"
"743",750,11,0,20,19,0,20,19,40,38,"chaparral","sage",39,0,9,2,0,39,9,78,18,"grass","chaparral"
"744",751,7,0,18,0,25,25,18,50,36,"barren","chaparral",5,0,11,0,34,34,11,68,22,"barren","chaparral"
"745",752,19,0,24,1,6,24,19,48,38,"chaparral","grass",20,0,27,0,3,27,20,54,40,"chaparral","grass"
"746",753,11,0,30,0,9,30,11,60,22,"chaparral","grass",12,0,32,0,6,32,12,64,24,"chaparral","grass"
"747",754,20,0,30,0,0,30,20,60,40,"chaparral","grass",47,0,3,0,0,47,3,94,6,"grass","chaparral"
"748",755,42,4,0,4,0,42,4,84,8,"grass","tree",35,7,0,8,0,35,8,70,16,"grass","sage"
"749",756,36,0,8,6,0,36,8,72,16,"grass","chaparral",39,0,8,3,0,39,8,78,16,"grass","chaparral"
"750",757,7,0,43,0,0,43,7,86,14,"chaparral","grass",20,0,30,0,0,30,20,60,40,"chaparral","grass"
"751",758,34,16,0,0,0,34,16,68,32,"grass","tree",38,5,7,0,0,38,7,76,14,"grass","chaparral"
"752",759,22,0,28,0,0,28,22,56,44,"chaparral","grass",23,0,16,11,0,23,16,46,32,"grass","chaparral"
"753",760,0,0,50,0,0,50,0,100,0,"chaparral","grass",2,0,47,0,1,47,2,94,4,"chaparral","grass"
"754",761,14,0,36,0,0,36,14,72,28,"chaparral","grass",8,0,42,0,0,42,8,84,16,"chaparral","grass"
"755",762,21,0,9,20,0,21,20,42,40,"grass","sage",27,0,8,15,0,27,15,54,30,"grass","sage"
"756",763,2,0,36,12,0,36,12,72,24,"chaparral","sage",27,0,17,6,0,27,17,54,34,"grass","chaparral"
"757",764,18,0,18,14,0,18,18,36,36,"mixed","mixed",19,0,27,4,0,27,19,54,38,"chaparral","grass"
"758",765,16,0,21,13,0,21,16,42,32,"chaparral","grass",25,0,24,1,0,25,24,50,48,"grass","chaparral"
"759",766,0,0,50,0,0,50,0,100,0,"chaparral","grass",9,0,41,0,0,41,9,82,18,"chaparral","grass"
"760",767,0,0,46,0,4,46,4,92,8,"chaparral","barren",22,0,25,0,3,25,22,50,44,"chaparral","grass"
"761",768,9,0,41,0,0,41,9,82,18,"chaparral","grass",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"762",769,25,0,14,11,0,25,14,50,28,"grass","chaparral",26,0,13,11,0,26,13,52,26,"grass","chaparral"
"763",770,33,0,0,17,0,33,17,66,34,"grass","sage",34,0,0,16,0,34,16,68,32,"grass","sage"
"764",771,29,0,0,21,0,29,21,58,42,"grass","sage",47,0,0,3,0,47,3,94,6,"grass","sage"
"765",772,17,0,33,0,0,33,17,66,34,"chaparral","grass",25,0,25,0,0,25,25,50,50,"mixed","mixed"
"766",773,19,27,4,0,0,27,19,54,38,"tree","grass",6,0,44,0,0,44,6,88,12,"chaparral","grass"
"767",774,23,27,0,0,0,27,23,54,46,"tree","grass",26,24,0,0,0,26,24,52,48,"grass","tree"
"768",775,4,0,0,46,0,46,4,92,8,"sage","grass",26,0,6,18,0,26,18,52,36,"grass","sage"
"769",776,4,0,46,0,0,46,4,92,8,"chaparral","grass",42,0,8,0,0,42,8,84,16,"grass","chaparral"
"770",777,13,16,0,21,0,21,16,42,32,"sage","tree",26,24,0,0,0,26,24,52,48,"grass","tree"
"771",778,13,0,37,0,0,37,13,74,26,"chaparral","grass",37,0,11,2,0,37,11,74,22,"grass","chaparral"
"772",779,2,0,48,0,0,48,2,96,4,"chaparral","grass",5,0,45,0,0,45,5,90,10,"chaparral","grass"
"773",780,9,0,31,10,0,31,10,62,20,"chaparral","sage",36,0,10,4,0,36,10,72,20,"grass","chaparral"
"774",781,11,0,39,0,0,39,11,78,22,"chaparral","grass",12,0,38,0,0,38,12,76,24,"chaparral","grass"
"775",782,8,0,42,0,0,42,8,84,16,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"776",783,26,24,0,0,0,26,24,52,48,"grass","tree",12,38,0,0,0,38,12,76,24,"tree","grass"
"777",784,14,0,31,0,5,31,14,62,28,"chaparral","grass",8,0,38,0,4,38,8,76,16,"chaparral","grass"
"778",785,0,0,50,0,0,50,0,100,0,"chaparral","grass",0,0,50,0,0,50,0,100,0,"chaparral","grass"
"779",786,9,13,1,27,0,27,13,54,26,"sage","tree",48,1,0,1,0,48,1,96,2,"grass","tree"
"780",787,9,0,37,0,4,37,9,74,18,"chaparral","grass",35,0,10,0,5,35,10,70,20,"grass","chaparral"
"781",788,19,0,31,0,0,31,19,62,38,"chaparral","grass",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"782",789,10,0,40,0,0,40,10,80,20,"chaparral","grass",31,0,19,0,0,31,19,62,38,"grass","chaparral"
"783",790,8,0,23,0,19,23,19,46,38,"chaparral","barren",24,0,26,0,0,26,24,52,48,"chaparral","grass"
"784",791,12,0,32,0,6,32,12,64,24,"chaparral","grass",26,0,17,7,0,26,17,52,34,"grass","chaparral"
"785",792,2,0,48,0,0,48,2,96,4,"chaparral","grass",0,0,50,0,0,50,0,100,0,"chaparral","grass"
"786",793,3,0,47,0,0,47,3,94,6,"chaparral","grass",34,0,16,0,0,34,16,68,32,"grass","chaparral"
"787",794,3,0,47,0,0,47,3,94,6,"chaparral","grass",6,0,44,0,0,44,6,88,12,"chaparral","grass"
"788",795,15,0,0,35,0,35,15,70,30,"sage","grass",47,0,0,3,0,47,3,94,6,"grass","sage"
"789",796,3,0,47,0,0,47,3,94,6,"chaparral","grass",8,0,42,0,0,42,8,84,16,"chaparral","grass"
"790",797,20,0,30,0,0,30,20,60,40,"chaparral","grass",37,0,13,0,0,37,13,74,26,"grass","chaparral"
"791",798,7,0,43,0,0,43,7,86,14,"chaparral","grass",4,0,46,0,0,46,4,92,8,"chaparral","grass"
"792",799,9,0,41,0,0,41,9,82,18,"chaparral","grass",9,0,40,0,1,40,9,80,18,"chaparral","grass"
"793",800,31,0,11,8,0,31,11,62,22,"grass","chaparral",23,0,27,0,0,27,23,54,46,"chaparral","grass"
"794",801,3,0,47,0,0,47,3,94,6,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"795",802,0,0,50,0,0,50,0,100,0,"chaparral","grass",9,0,41,0,0,41,9,82,18,"chaparral","grass"
"796",803,11,0,34,0,5,34,11,68,22,"chaparral","grass",15,0,35,0,0,35,15,70,30,"chaparral","grass"
"797",804,5,0,45,0,0,45,5,90,10,"chaparral","grass",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"798",805,37,0,0,13,0,37,13,74,26,"grass","sage",48,0,1,1,0,48,1,96,2,"grass","chaparral"
"799",806,0,0,50,0,0,50,0,100,0,"chaparral","grass",45,0,4,1,0,45,4,90,8,"grass","chaparral"
"800",807,5,0,40,0,5,40,5,80,10,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"801",808,3,0,43,0,4,43,4,86,8,"chaparral","barren",0,0,42,0,8,42,8,84,16,"chaparral","barren"
"802",809,7,0,43,0,0,43,7,86,14,"chaparral","grass",12,0,38,0,0,38,12,76,24,"chaparral","grass"
"803",810,7,0,43,0,0,43,7,86,14,"chaparral","grass",11,0,39,0,0,39,11,78,22,"chaparral","grass"
"804",811,12,0,38,0,0,38,12,76,24,"chaparral","grass",8,0,42,0,0,42,8,84,16,"chaparral","grass"
"805",812,8,0,42,0,0,42,8,84,16,"chaparral","grass",0,0,50,0,0,50,0,100,0,"chaparral","grass"
"806",813,9,0,41,0,0,41,9,82,18,"chaparral","grass",31,0,19,0,0,31,19,62,38,"grass","chaparral"
"807",814,5,0,45,0,0,45,5,90,10,"chaparral","grass",1,0,49,0,0,49,1,98,2,"chaparral","grass"
"808",815,0,0,50,0,0,50,0,100,0,"chaparral","grass",4,0,46,0,0,46,4,92,8,"chaparral","grass"
"809",816,23,0,27,0,0,27,23,54,46,"chaparral","grass",39,0,11,0,0,39,11,78,22,"grass","chaparral"
"810",817,3,0,47,0,0,47,3,94,6,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"811",818,24,0,26,0,0,26,24,52,48,"chaparral","grass",20,0,30,0,0,30,20,60,40,"chaparral","grass"
"812",819,16,0,34,0,0,34,16,68,32,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"813",820,32,3,0,15,0,32,15,64,30,"grass","sage",35,3,0,12,0,35,12,70,24,"grass","sage"
"814",821,7,0,43,0,0,43,7,86,14,"chaparral","grass",19,0,31,0,0,31,19,62,38,"chaparral","grass"
"815",822,32,0,0,18,0,32,18,64,36,"grass","sage",44,0,2,4,0,44,4,88,8,"grass","sage"
"816",823,17,0,33,0,0,33,17,66,34,"chaparral","grass",22,0,28,0,0,28,22,56,44,"chaparral","grass"
"817",824,15,0,35,0,0,35,15,70,30,"chaparral","grass",30,0,20,0,0,30,20,60,40,"grass","chaparral"
"818",825,31,0,1,18,0,31,18,62,36,"grass","sage",32,0,11,7,0,32,11,64,22,"grass","chaparral"
"819",826,15,0,35,0,0,35,15,70,30,"chaparral","grass",40,0,6,4,0,40,6,80,12,"grass","chaparral"
"820",827,6,0,44,0,0,44,6,88,12,"chaparral","grass",14,0,36,0,0,36,14,72,28,"chaparral","grass"
"821",828,0,0,50,0,0,50,0,100,0,"chaparral","grass",29,0,21,0,0,29,21,58,42,"grass","chaparral"
"822",829,18,0,32,0,0,32,18,64,36,"chaparral","grass",15,0,32,3,0,32,15,64,30,"chaparral","grass"
"823",830,29,0,21,0,0,29,21,58,42,"grass","chaparral",29,0,21,0,0,29,21,58,42,"grass","chaparral"
"824",831,30,0,4,16,0,30,16,60,32,"grass","sage",42,0,8,0,0,42,8,84,16,"grass","chaparral"
"825",832,19,0,31,0,0,31,19,62,38,"chaparral","grass",36,0,14,0,0,36,14,72,28,"grass","chaparral"
"826",833,9,0,41,0,0,41,9,82,18,"chaparral","grass",14,0,36,0,0,36,14,72,28,"chaparral","grass"
"827",834,6,0,44,0,0,44,6,88,12,"chaparral","grass",23,0,27,0,0,27,23,54,46,"chaparral","grass"
"828",835,22,0,24,4,0,24,22,48,44,"chaparral","grass",36,0,14,0,0,36,14,72,28,"grass","chaparral"
"829",836,5,0,45,0,0,45,5,90,10,"chaparral","grass",1,0,49,0,0,49,1,98,2,"chaparral","grass"
"830",837,4,0,46,0,0,46,4,92,8,"chaparral","grass",10,0,40,0,0,40,10,80,20,"chaparral","grass"
"831",838,15,0,16,19,0,19,16,38,32,"sage","chaparral",23,0,27,0,0,27,23,54,46,"chaparral","grass"
"832",839,11,0,31,0,8,31,11,62,22,"chaparral","grass",10,0,35,0,5,35,10,70,20,"chaparral","grass"
"833",840,4,0,42,0,4,42,4,84,8,"chaparral","grass",8,0,42,0,0,42,8,84,16,"chaparral","grass"
"834",841,2,0,48,0,0,48,2,96,4,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"835",842,3,0,47,0,0,47,3,94,6,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"836",843,12,26,0,12,0,26,12,52,24,"tree","grass",43,0,5,2,0,43,5,86,10,"grass","chaparral"
"837",844,2,0,48,0,0,48,2,96,4,"chaparral","grass",0,0,50,0,0,50,0,100,0,"chaparral","grass"
"838",845,7,0,43,0,0,43,7,86,14,"chaparral","grass",14,0,36,0,0,36,14,72,28,"chaparral","grass"
"839",846,23,17,1,9,0,23,17,46,34,"grass","tree",22,28,0,0,0,28,22,56,44,"tree","grass"
"840",847,4,0,46,0,0,46,4,92,8,"chaparral","grass",19,0,31,0,0,31,19,62,38,"chaparral","grass"
"841",848,2,0,48,0,0,48,2,96,4,"chaparral","grass",11,0,39,0,0,39,11,78,22,"chaparral","grass"
"842",849,8,0,42,0,0,42,8,84,16,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"843",850,14,0,29,7,0,29,14,58,28,"chaparral","grass",37,0,12,1,0,37,12,74,24,"grass","chaparral"
"844",851,35,0,15,0,0,35,15,70,30,"grass","chaparral",41,0,9,0,0,41,9,82,18,"grass","chaparral"
"845",852,1,0,49,0,0,49,1,98,2,"chaparral","grass",8,0,42,0,0,42,8,84,16,"chaparral","grass"
"846",853,5,0,33,0,12,33,12,66,24,"chaparral","barren",16,0,15,0,19,19,16,38,32,"barren","grass"
"847",854,8,0,42,0,0,42,8,84,16,"chaparral","grass",26,0,24,0,0,26,24,52,48,"grass","chaparral"
"848",855,9,0,41,0,0,41,9,82,18,"chaparral","grass",43,0,1,6,0,43,6,86,12,"grass","sage"
"849",856,7,0,43,0,0,43,7,86,14,"chaparral","grass",34,0,16,0,0,34,16,68,32,"grass","chaparral"
"850",857,2,0,48,0,0,48,2,96,4,"chaparral","grass",17,0,33,0,0,33,17,66,34,"chaparral","grass"
"851",858,16,34,0,0,0,34,16,68,32,"tree","grass",28,0,22,0,0,28,22,56,44,"grass","chaparral"
"852",859,3,0,47,0,0,47,3,94,6,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"853",860,16,0,16,18,0,18,16,36,32,"sage","grass",25,0,10,15,0,25,15,50,30,"grass","sage"
"854",861,7,0,43,0,0,43,7,86,14,"chaparral","grass",33,0,17,0,0,33,17,66,34,"grass","chaparral"
"855",862,10,0,40,0,0,40,10,80,20,"chaparral","grass",28,0,22,0,0,28,22,56,44,"grass","chaparral"
"856",863,22,0,25,3,0,25,22,50,44,"chaparral","grass",25,0,25,0,0,25,25,50,50,"mixed","mixed"
"857",864,16,0,34,0,0,34,16,68,32,"chaparral","grass",14,0,36,0,0,36,14,72,28,"chaparral","grass"
"858",865,14,0,34,2,0,34,14,68,28,"chaparral","grass",25,0,25,0,0,25,25,50,50,"mixed","mixed"
"859",866,35,0,15,0,0,35,15,70,30,"grass","chaparral",23,0,27,0,0,27,23,54,46,"chaparral","grass"
"860",867,18,18,0,14,0,18,18,36,36,"mixed","mixed",37,13,0,0,0,37,13,74,26,"grass","tree"
"861",868,11,0,2,37,0,37,11,74,22,"sage","grass",31,0,10,9,0,31,10,62,20,"grass","chaparral"
"862",869,0,0,50,0,0,50,0,100,0,"chaparral","grass",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"863",870,8,0,42,0,0,42,8,84,16,"chaparral","grass",24,0,25,1,0,25,24,50,48,"chaparral","grass"
"864",871,18,0,32,0,0,32,18,64,36,"chaparral","grass",32,0,18,0,0,32,18,64,36,"grass","chaparral"
"865",872,34,0,0,16,0,34,16,68,32,"grass","sage",42,0,0,8,0,42,8,84,16,"grass","sage"
"866",873,34,0,16,0,0,34,16,68,32,"grass","chaparral",26,0,24,0,0,26,24,52,48,"grass","chaparral"
"867",874,22,0,28,0,0,28,22,56,44,"chaparral","grass",38,0,6,6,0,38,6,76,12,"grass","chaparral"
"868",875,24,0,26,0,0,26,24,52,48,"chaparral","grass",41,0,9,0,0,41,9,82,18,"grass","chaparral"
"869",876,18,0,32,0,0,32,18,64,36,"chaparral","grass",36,0,14,0,0,36,14,72,28,"grass","chaparral"
"870",877,6,0,44,0,0,44,6,88,12,"chaparral","grass",24,0,26,0,0,26,24,52,48,"chaparral","grass"
"871",878,6,0,44,0,0,44,6,88,12,"chaparral","grass",6,0,44,0,0,44,6,88,12,"chaparral","grass"
"872",879,31,0,19,0,0,31,19,62,38,"grass","chaparral",42,0,8,0,0,42,8,84,16,"grass","chaparral"
"873",880,38,12,0,0,0,38,12,76,24,"grass","tree",46,4,0,0,0,46,4,92,8,"grass","tree"
"874",881,8,0,42,0,0,42,8,84,16,"chaparral","grass",29,0,21,0,0,29,21,58,42,"grass","chaparral"
"875",882,0,0,50,0,0,50,0,100,0,"chaparral","grass",4,0,46,0,0,46,4,92,8,"chaparral","grass"
"876",883,4,0,45,0,1,45,4,90,8,"chaparral","grass",5,0,39,0,6,39,6,78,12,"chaparral","barren"
"877",884,2,0,48,0,0,48,2,96,4,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"878",885,12,0,0,38,0,38,12,76,24,"sage","grass",13,0,0,37,0,37,13,74,26,"sage","grass"
"879",886,7,0,0,43,0,43,7,86,14,"sage","grass",43,0,0,7,0,43,7,86,14,"grass","sage"
"880",887,25,0,10,15,0,25,15,50,30,"grass","sage",41,0,9,0,0,41,9,82,18,"grass","chaparral"
"881",888,17,0,33,0,0,33,17,66,34,"chaparral","grass",22,0,28,0,0,28,22,56,44,"chaparral","grass"
"882",889,4,0,46,0,0,46,4,92,8,"chaparral","grass",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"883",890,24,0,26,0,0,26,24,52,48,"chaparral","grass",36,0,14,0,0,36,14,72,28,"grass","chaparral"
"884",891,6,4,0,40,0,40,6,80,12,"sage","grass",39,0,4,7,0,39,7,78,14,"grass","sage"
"885",892,26,0,24,0,0,26,24,52,48,"grass","chaparral",41,0,3,6,0,41,6,82,12,"grass","sage"
"886",893,10,0,40,0,0,40,10,80,20,"chaparral","grass",29,0,21,0,0,29,21,58,42,"grass","chaparral"
"887",894,31,0,4,15,0,31,15,62,30,"grass","sage",48,0,1,1,0,48,1,96,2,"grass","chaparral"
"888",895,14,0,36,0,0,36,14,72,28,"chaparral","grass",40,0,9,1,0,40,9,80,18,"grass","chaparral"
"889",896,3,0,47,0,0,47,3,94,6,"chaparral","grass",32,0,18,0,0,32,18,64,36,"grass","chaparral"
"890",897,5,0,45,0,0,45,5,90,10,"chaparral","grass",25,0,25,0,0,25,25,50,50,"mixed","mixed"
"891",898,2,0,48,0,0,48,2,96,4,"chaparral","grass",44,0,6,0,0,44,6,88,12,"grass","chaparral"
"892",899,16,34,0,0,0,34,16,68,32,"tree","grass",9,41,0,0,0,41,9,82,18,"tree","grass"
"893",900,30,0,9,11,0,30,11,60,22,"grass","sage",35,0,13,2,0,35,13,70,26,"grass","chaparral"
"894",901,1,0,49,0,0,49,1,98,2,"chaparral","grass",46,0,4,0,0,46,4,92,8,"grass","chaparral"
"895",902,33,0,5,12,0,33,12,66,24,"grass","sage",42,0,5,3,0,42,5,84,10,"grass","chaparral"
"896",903,37,0,0,13,0,37,13,74,26,"grass","sage",46,0,1,3,0,46,3,92,6,"grass","sage"
"897",904,3,0,47,0,0,47,3,94,6,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"898",905,14,0,36,0,0,36,14,72,28,"chaparral","grass",40,0,10,0,0,40,10,80,20,"grass","chaparral"
"899",906,3,0,47,0,0,47,3,94,6,"chaparral","grass",1,0,49,0,0,49,1,98,2,"chaparral","grass"
"900",907,14,0,36,0,0,36,14,72,28,"chaparral","grass",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"901",908,11,0,39,0,0,39,11,78,22,"chaparral","grass",33,0,17,0,0,33,17,66,34,"grass","chaparral"
"902",909,13,15,0,22,0,22,15,44,30,"sage","tree",46,3,0,1,0,46,3,92,6,"grass","tree"
"903",910,20,0,30,0,0,30,20,60,40,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"904",911,29,21,0,0,0,29,21,58,42,"grass","tree",20,30,0,0,0,30,20,60,40,"tree","grass"
"905",912,13,0,6,31,0,31,13,62,26,"sage","grass",45,0,3,2,0,45,3,90,6,"grass","chaparral"
"906",913,7,0,43,0,0,43,7,86,14,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"907",914,13,0,0,37,0,37,13,74,26,"sage","grass",41,0,0,9,0,41,9,82,18,"grass","sage"
"908",915,3,0,47,0,0,47,3,94,6,"chaparral","grass",24,0,26,0,0,26,24,52,48,"chaparral","grass"
"909",916,24,0,25,1,0,25,24,50,48,"chaparral","grass",24,0,26,0,0,26,24,52,48,"chaparral","grass"
"910",917,0,0,50,0,0,50,0,100,0,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"911",918,11,23,0,16,0,23,16,46,32,"tree","sage",36,8,0,6,0,36,8,72,16,"grass","tree"
"912",919,8,0,0,42,0,42,8,84,16,"sage","grass",34,0,0,16,0,34,16,68,32,"grass","sage"
"913",920,34,0,9,7,0,34,9,68,18,"grass","chaparral",44,0,5,1,0,44,5,88,10,"grass","chaparral"
"914",921,30,0,14,6,0,30,14,60,28,"grass","chaparral",41,0,8,1,0,41,8,82,16,"grass","chaparral"
"915",922,12,0,38,0,0,38,12,76,24,"chaparral","grass",32,0,18,0,0,32,18,64,36,"grass","chaparral"
"916",923,38,0,0,12,0,38,12,76,24,"grass","sage",43,0,0,7,0,43,7,86,14,"grass","sage"
"917",924,18,0,0,32,0,32,18,64,36,"sage","grass",47,0,0,3,0,47,3,94,6,"grass","sage"
"918",925,16,0,34,0,0,34,16,68,32,"chaparral","grass",48,0,2,0,0,48,2,96,4,"grass","chaparral"
"919",926,9,0,41,0,0,41,9,82,18,"chaparral","grass",5,0,45,0,0,45,5,90,10,"chaparral","grass"
"920",927,1,0,49,0,0,49,1,98,2,"chaparral","grass",1,0,49,0,0,49,1,98,2,"chaparral","grass"
"921",928,7,0,14,29,0,29,14,58,28,"sage","chaparral",45,0,2,3,0,45,3,90,6,"grass","sage"
"922",929,6,0,44,0,0,44,6,88,12,"chaparral","grass",11,0,39,0,0,39,11,78,22,"chaparral","grass"
"923",930,0,0,50,0,0,50,0,100,0,"chaparral","grass",1,0,49,0,0,49,1,98,2,"chaparral","grass"
"924",931,6,0,40,4,0,40,6,80,12,"chaparral","grass",11,0,39,0,0,39,11,78,22,"chaparral","grass"
"925",932,15,0,0,35,0,35,15,70,30,"sage","grass",42,0,0,8,0,42,8,84,16,"grass","sage"
"926",933,22,28,0,0,0,28,22,56,44,"tree","grass",15,35,0,0,0,35,15,70,30,"tree","grass"
"927",934,8,0,42,0,0,42,8,84,16,"chaparral","grass",4,0,46,0,0,46,4,92,8,"chaparral","grass"
"928",935,25,0,2,23,0,25,23,50,46,"grass","sage",36,0,0,14,0,36,14,72,28,"grass","sage"
"929",936,4,0,46,0,0,46,4,92,8,"chaparral","grass",6,0,44,0,0,44,6,88,12,"chaparral","grass"
"930",937,22,28,0,0,0,28,22,56,44,"tree","grass",16,34,0,0,0,34,16,68,32,"tree","grass"
"931",938,18,32,0,0,0,32,18,64,36,"tree","grass",34,16,0,0,0,34,16,68,32,"grass","tree"
"932",939,20,0,0,30,0,30,20,60,40,"sage","grass",35,0,1,14,0,35,14,70,28,"grass","sage"
"933",940,15,0,35,0,0,35,15,70,30,"chaparral","grass",29,0,21,0,0,29,21,58,42,"grass","chaparral"
"934",941,9,0,41,0,0,41,9,82,18,"chaparral","grass",17,0,33,0,0,33,17,66,34,"chaparral","grass"
